Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Upper,BB_Lower,BB_Width,ATR,Vol_Ratio,ROC_5,ROC_10,Returns
2016-03-28,69.06107330322266,69.2381959451672,68.72546277506157,69.11700602041545,7283300,69.06107330322266,69.06107330322266,69.06107330322266,69.06107330322266,69.06107330322266,0.0,0.0,0.0,69.06107330322266,69.06107330322266,0.0,0.5127331701056335,1.0,0.0,0.0,0.0
2016-03-29,70.27301025390625,70.46878192217582,68.9119259560531,69.00514954391902,10541500,69.66704177856445,69.66704177856445,69.66704177856445,69.24752514178937,69.1508464106807,0.09667873110866765,0.01933574622173353,99.99999998349749,71.38097945096229,67.95310410616662,0.04920368738615587,1.0347945681141795,1.1827902697365469,0.0,0.0,0.017548770859126428
2016-03-30,71.578125,71.78322105530088,70.7018080773508,70.75774789129663,9691900,70.30406951904297,70.30406951904297,70.30406951904297,69.60607896612946,69.33064482470435,0.2754341414251087,0.07055542526240857,99.9999999880813,72.8216960358445,67.78644300224144,0.07162107496824227,1.1932666458743313,1.0566565031417283,0.0,0.0,0.01857206260807942
2016-03-31,71.29846954345703,71.7086546287935,70.80437116310576,71.42898394958705,7490800,70.55266952514648,70.55266952514648,70.55266952514648,69.86644674725679,69.47640961868603,0.39003712857075357,0.1344517659240776,90.00054558551267,72.83618879605768,68.26915025423529,0.06473232795519006,1.1210208508276835,0.8559080197100621,0.0,0.0,-0.003906996118478445
2016-04-01,72.33326721191406,72.94855556744251,70.66454612950118,71.08405574463248,10183400,70.9087890625,70.9087890625,70.9087890625,70.2459575879733,69.68802869966589,0.5579288883074014,0.21914719040074238,92.70115868269353,73.44793610297732,68.36964202202269,0.07161727266942033,1.353618568250414,1.1267091383442243,0.0,0.0,0.014513602817607607
2016-04-04,72.5570068359375,73.00448277664057,72.2773290386217,72.68752124468438,6905800,71.18349202473958,71.18349202473958,71.18349202473958,70.60150362612163,69.90054559864897,0.7009580274726517,0.31550935781512424,93.103856972391,73.82335856940593,68.54362548007323,0.07417075137997338,1.2492077632118235,0.7953440429048289,0.050620897786592955,0.0,0.003093177353208132
2016-04-05,71.75525665283203,72.22138147753537,71.39167985856345,71.91373738623108,6012000,71.26517268589565,71.26517268589565,71.26517268589565,70.77900409176938,70.03793160266254,0.7410724891068412,0.40062198407346766,77.73508676009992,73.71348256472366,68.81686280706764,0.06870985606435306,1.2372247938064274,0.7242289020404862,0.02109268399873887,0.0,-0.011049934638543535
2016-04-06,72.91124725341797,72.97650444708549,71.7832259843075,71.8578076663563,6220400,71.47093200683594,71.47093200683594,71.47093200683594,71.10704150125378,70.25076979901479,0.8562717022389847,0.4917519277065711,82.01549481611002,74.01900670755339,68.92285730611849,0.07130380503419685,1.235227668862306,0.7735721469754746,0.018624716048624812,0.0,0.016110186967609685
2016-04-07,72.32392120361328,72.69682244305886,71.96034445109122,72.44511108362079,7542100,71.56570858425565,71.56570858425565,71.56570858425565,71.29425376315524,70.40433656972579,0.8899171934294543,0.5713849808511478,74.71737893090173,74.01611113934082,69.11530602917047,0.06847979580043835,1.2036360170250222,0.9444520197241733,0.014382519943590522,0.0,-0.00805535595575968
2016-04-08,72.74345397949219,73.29348508436661,72.5383578764035,72.79006931655847,5327500,71.6834831237793,71.6834831237793,71.6834831237793,71.5172076425917,70.57760452600478,0.9396031165869232,0.6450286079983029,76.22836523006461,74.11085675324767,69.25610949431092,0.0677247679294135,1.1802288033978527,0.6901022944686892,0.005670789989015823,0.0,0.005800747095802361
2016-04-11,72.54768371582031,73.44264272662626,72.50106837788691,73.05109949299278,5957200,72.03214416503906,71.76204681396484,71.76204681396484,71.67574242308841,70.72353631784296,0.9522061052454518,0.7064641074477327,74.16017719973529,74.12308633367216,69.40100729425752,0.06580190015551708,1.1585329438834435,0.7880282697920412,-0.00012849372546841487,0.050485899593381456,-0.0026912423450097256
2016-04-12,73.20024108886719,73.2282145535173,72.3891884265275,72.45444561904334,5962900,72.32486724853516,71.88189633687337,71.88189633687337,71.91028067936206,70.90699593051143,1.003284748850632,0.7658282357283126,76.30323756202,74.28131330459429,69.48247936915244,0.06675997963305688,1.131907375808974,0.8029147609707491,0.020137680546894465,0.04165512227787649,0.008994875365049948
2016-04-13,74.30962371826172,74.5147197929798,73.56382821587879,73.67569362936075,9187300,72.59801712036133,72.06864459698016,72.06864459698016,72.27941037765432,71.15904243330775,1.1203679443465688,0.8367361774519639,79.23151576222051,74.73152469708289,69.40576449687744,0.0738984371078518,1.1459513241400232,1.2149286768572856,0.019179159835017057,0.03816108228962012,0.015155450486122213
2016-04-14,74.88761901855469,75.20458049794325,73.93672035538769,74.35623698178513,11470300,72.9569320678711,72.26999991280692,72.26999991280692,72.68067324548514,71.43523329147418,1.245439954010962,0.9184769327637636,80.48775812915365,75.23916413538628,69.30083569022757,0.08216865161636949,1.1546590968839905,1.462829897865115,0.03544743941252637,0.050339782860416626,0.007778202490761998
2016-04-15,74.654541015625,75.22321377466317,74.48673582258917,74.81302172224241,7186700,73.18905944824219,72.42896931966146,72.42896931966146,72.98434521012204,71.67370053030017,1.310644679821877,0.9969104821753865,78.57125597563716,75.54385339333055,69.31408524599237,0.08601210545789793,1.1706408670245878,0.9216624730363678,0.02627160151993313,0.03209137224384362,-0.0031123703221481724
2016-04-18,75.93172454833984,76.02495519523755,74.42148479859371,74.7664125871161,7761200,73.52653121948242,72.64789152145386,72.64789152145386,73.43778818523248,71.98910971682162,1.4486784684108613,1.0872640794224815,78.71314456435948,76.12970036470081,69.1660826782069,0.09585436742410994,1.1739704692046675,0.9956295605587684,0.04664574606923777,0.04651125865807959,0.01710791487483032
2016-04-19,75.27918243408203,76.19279050210206,74.92493001842257,75.97836988703015,8324700,73.87892379760743,72.80267333984375,72.80267333984375,73.72107960813241,72.23281880698906,1.4882608011433547,1.1674634237666561,70.11159726735045,76.40744930213089,69.19789737755661,0.0990286701548732,1.156659732225014,1.063667520988508,0.0284007445097203,0.04911035017684551,-0.008593800788001205
2016-04-20,75.65205383300781,76.10885412963049,75.09270551494949,75.40034246675673,8521300,74.1530044555664,72.96097225613065,72.96097225613065,74.01815256580555,72.48609547558304,1.5320570902225086,1.2403821570578266,73.4201736641524,76.70720343846341,69.21474107379788,0.10269137229083038,1.164650100010247,1.083443349346579,0.018065360145487874,0.03759099841021252,0.00495318077148732
2016-04-21,75.31646728515625,76.13684460409428,75.21391923122624,75.97836383438501,9536900,74.4522590637207,73.08494567871094,73.08494567871094,74.21789329185951,72.69575264666253,1.522140645196984,1.2967338546856582,67.35365752974474,76.88266114271602,69.28723021470586,0.10392606654440266,1.0674298096478683,1.1991559634484656,0.0057265576369214255,0.041376988854324726,-0.0044359211792495135
2016-04-22,73.75028228759766,73.98334473772596,72.04426344565817,72.71548444002791,18216000,74.55294189453124,73.11821250915527,73.11821250915527,74.1459531373577,72.77386595339846,1.3720871839592377,1.311804520540374,56.0037495286004,76.82659367158674,69.4098313467238,0.10143522482752322,1.2492191026106687,2.15162482164287,-0.012112575011854698,0.013840809763986606,-0.020794721977981934
2016-04-25,72.84598541259766,73.49855730764259,72.54766581593422,73.3587255533474,11184600,74.58277206420898,73.30745811462403,73.1052493140811,73.94595810277923,72.77920813556136,1.1667499672178678,1.282793609875873,55.43175465525754,76.49360849234563,70.12130773690242,0.08692568149710964,1.2518826379170531,1.2913415827437804,-0.040638338640362814,0.004111801803980963,-0.012261605609502513
