Date,Close,High,Low,Open,Volume,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,Stoch_K,Stoch_D,Williams_R,BB_Upper,BB_Lower,BB_Width,BB_Position,ATR,OBV,OBV_SMA,Momentum_5,Momentum_10,Momentum_20,Vol_Ratio,Vol_Change,Returns,Returns_5d,Volatility_10,Volatility_20,Price_to_SMA20,Price_to_SMA50,SMA_Cross_5_20,SMA_Cross_20_50,Trend_Slope_5,Trend_Slope_10,Day_Sin,Day_Cos,Month_Sin,Month_Cos
2016-05-13,44.94472885131836,45.666237516567314,44.9095324880111,45.261486051553796,22592300,44.94472885131836,44.94472885131836,44.94472885131836,44.94472885131836,44.94472885131836,44.94472885131836,0.0,0.0,0.0,0.0,4.651265945696216,4.651265945696216,-95.34873404108859,44.94472885131836,44.94472885131836,0.0,0.0,0.7567050285562118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.2249979636512762e-12,-2.2249979636512762e-12,0.0,0.0,0.0,0.0,-0.9510565162951536,0.30901699437494723,0.49999999999999994,-0.8660254037844387
2016-05-16,45.60466766357422,45.719050864999296,44.65438553273721,44.69837932994005,20032000,45.27469825744629,45.27469825744629,45.27469825744629,45.27469825744629,45.04625789935773,44.993613207781756,0.052644691575970626,0.010528938315194126,0.0421157532607765,99.99999996969416,89.256417200013,46.95384157285461,-10.74358279059437,46.207992676074916,44.34140383881766,0.04122807901753679,0.6767766952603796,0.9106851804091498,20032000.0,10016000.0,0.0,0.0,0.0,0.939933324418231,-0.11332622176582285,0.01468334172042729,0.0,0.0,0.0,0.007288163559939997,0.007288163559939997,0.0,0.0,0.6599388122558552,0.6599388122558552,0.0,1.0,0.49999999999999994,-0.8660254037844387
2016-05-17,44.75404739379883,45.83502134482276,44.621142921451565,45.82616239866112,27803500,45.101147969563804,45.101147969563804,45.101147969563804,45.101147969563804,45.001302436964046,44.97586759193117,0.025434845032876297,0.01351011965873056,0.011924725374145736,43.688381340064765,10.9487465777018,34.952143241137,-89.05125341406014,45.99387170343157,44.208424235696036,0.039587627989790306,0.30559462987966846,1.0117495947298327,-7771500.0,4086833.3333333335,0.0,0.0,0.0,1.1843405586998317,0.3879542731629393,-0.018652044041860383,0.0,0.0235716773259831,0.0235716773259831,-0.007696047473080836,-0.007696047473080836,0.0,0.0,-0.09534072875976891,-0.09534072875976891,0.9510565162951535,0.30901699437494745,0.49999999999999994,-0.8660254037844387
2016-05-18,45.019859313964844,45.31225183253911,44.567975358004425,44.72746341540377,24907500,45.08082580566406,45.08082580566406,45.08082580566406,45.08082580566406,45.00415734111802,44.97912623800774,0.025031103110279673,0.015814316349040382,0.009216786761239291,52.11471765010335,35.66436898312381,45.28984425361287,-64.33563100898382,45.814250390882584,44.34740122044554,0.03253820541702436,0.4584371092994533,0.9448813146810462,17136000.0,7349125.0,0.0,0.0,0.0,1.0450483713797512,-0.10415954825831275,0.005939393991052588,0.0,0.017284113082737605,0.017284113082737605,-0.0013523818765410756,-0.0013523818765410756,0.0,0.0,-0.06252288818358799,-0.06252288818358799,0.5877852522924732,-0.8090169943749473,0.49999999999999994,-0.8660254037844387
2016-05-19,44.585693359375,44.85150564221974,44.14267176130491,44.71860119079065,23842400,44.98179931640625,44.98179931640625,44.98179931640625,44.98179931640625,44.9397782670037,44.94998306181272,-0.010204794809020257,0.010610494117428254,-0.02081528892644851,41.87899819408613,26.177900970260023,24.263672177028543,-73.82209902383103,45.75611102892697,44.20748760388553,0.03442777853648837,0.2442206086705197,0.9313425622768235,-6706400.0,4538020.0,0.0,0.0,0.0,1.0002878055206637,-0.0427622202147947,-0.0096438763071649,0.0,0.015022877904568556,0.015022877904568556,-0.008805916240569367,-0.008805916240569367,0.0,0.0,-0.13028793334961314,-0.13028793334961314,-0.587785252292473,-0.8090169943749475,0.49999999999999994,-0.8660254037844387
2016-05-20,44.85151672363281,45.3831448006576,44.656589470712376,44.72747118632324,23905800,44.96315689086914,44.96008555094401,44.96008555094401,44.96008555094401,44.92619956802357,44.942689258984586,-0.01648969096101638,0.005190457101739328,-0.021680148062755707,48.11796111674834,41.885256402672724,34.57584211868552,-58.11474359141833,45.66077278871176,44.259398313176256,0.031169301800916253,0.42252689823541917,0.9090273754444524,17199400.0,6648250.0,-0.0020739279125234766,0.0,0.0,1.0024552097201984,0.0026591282756769363,0.005962077613444139,-0.0020739279125234766,0.013479065381605045,0.013479065381605045,-0.0024147824916377347,-0.0024147824916377347,0.003071339925135419,0.0,-0.16746559143066964,-0.09306204659598308,-0.9510565162951536,0.30901699437494723,0.49999999999999994,-0.8660254037844387
2016-05-23,44.32874298095703,44.90467244889536,44.284441494189494,44.83378736607788,26118700,44.7079719543457,44.86989375523159,44.86989375523159,44.86989375523159,44.83428317001333,44.897211756908476,-0.06292858689514702,-0.008433351697637943,-0.05449523519750908,39.73060460402745,10.994845358979749,26.352667577304164,-89.00515463511131,45.66795589861149,44.071831611851685,0.03557227693613931,0.16095950122455094,0.8677707439103689,-8919300.0,4424314.285714285,-0.02797794059217118,0.0,0.0,1.080546825041282,0.09256749408093423,-0.011655653606923111,-0.02797794059217118,0.012910478465747497,0.012910478465747497,-0.012060442516877101,-0.012060442516877101,-0.16192180088588515,0.0,-0.1018951416015663,-0.12580762590680808,0.0,1.0,0.49999999999999994,-0.8660254037844387
2016-05-24,45.71097946166992,45.817303724018885,44.656589025073245,44.92240137093933,34757900,44.89935836791992,44.97502946853638,44.97502946853638,44.97502946853638,44.969159522575886,44.957490846150066,0.011668676425820479,-0.004412946072946259,0.01608162249876674,58.744416862722915,92.6704337890007,48.516845183551055,-7.329566205090361,45.92351752762898,44.02654140944377,0.042178429688591444,0.8879595457157441,0.9453694938043045,25838600.0,7101100.0,0.021382022936403455,0.0,0.0,1.3633215516172035,0.3307668452105197,0.03118149506983947,0.021382022936403455,0.017272948330589462,0.017272948330589462,0.016363524420740294,0.016363524420740294,-0.07567110061645366,0.0,0.11252899169921371,-0.013781275068010131,0.9510565162951535,0.30901699437494745,0.49999999999999994,-0.8660254037844387
2016-05-25,46.18057632446289,46.508414782424545,45.88818379004953,46.003366986643314,24040200,45.13150177001953,45.10897911919488,45.10897911919488,45.10897911919488,45.15553133825081,45.04808977046954,0.10744156778127234,0.01795795669789746,0.08948361108337488,62.738154766554224,86.1422624891591,63.269180545713176,-13.857737506613907,46.3061032645016,43.911854973888154,0.05307697796222866,0.9475714608941809,0.9289323634654509,49878800.0,11854177.777777778,0.02578233313443512,0.0,0.0,0.9489540145341914,-0.308352921206402,0.010273174373494731,0.02578233313443512,0.016223387313725617,0.016223387313725617,0.02375574056628671,0.02375574056628671,0.02252265082465499,0.0,0.40492286682128614,0.07072289784749682,0.5877852522924732,-0.8090169943749473,0.49999999999999994,-0.8660254037844387
2016-05-26,45.97678756713867,46.05653160154252,45.50718568675329,46.012230111315276,24335200,45.40972061157227,45.19575996398926,45.19575996398926,45.19575996398926,45.28187845038741,45.116882199852434,0.16499625053497624,0.04736561546531322,0.11763063506966302,60.2087883274569,77.52810805664775,85.44693477826918,-22.471891939125243,46.450793348342586,43.940726579635935,0.05553766040666312,0.8111580985834618,0.903378190889866,25543600.0,13223120.0,0.03120046146980382,0.0,0.0,0.964398588387286,0.012271112553140062,-0.0044128673469210344,0.03120046146980382,0.015403729972350396,0.015403729972350396,0.017280992811493423,0.017280992811493423,0.2139606475830078,0.0,0.4102375030517551,0.09876984104965825,-0.587785252292473,-0.8090169943749475,0.49999999999999994,-0.8660254037844387
