Date,Close,High,Low,Open,Volume,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,Stoch_K,Stoch_D,Williams_R,BB_Upper,BB_Lower,BB_Width,BB_Position,ATR,OBV,OBV_SMA,Momentum_5,Momentum_10,Momentum_20,Vol_Ratio,Vol_Change,Returns,Returns_5d,Volatility_10,Volatility_20,Price_to_SMA20,Price_to_SMA50,SMA_Cross_5_20,SMA_Cross_20_50,Trend_Slope_5,Trend_Slope_10,Day_Sin,Day_Cos,Month_Sin,Month_Cos
2016-05-13,44.29999923706055,45.43000030517578,43.97999954223633,44.11000061035156,270400,44.29999923706055,44.29999923706055,44.29999923706055,44.29999923706055,44.29999923706055,44.29999923706055,0.0,0.0,0.0,0.0,22.068932857210633,22.068932857210633,-77.93106713589282,44.29999923706055,44.29999923706055,0.0,0.0,1.4500007629394531,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,-2.2574164759703308e-12,-2.2574164759703308e-12,0.0,0.0,0.0,0.0,-0.9510565162951536,0.30901699437494723,0.49999999999999994,-0.8660254037844387
2016-05-16,45.119998931884766,45.470001220703125,44.099998474121094,44.540000915527344,168000,44.709999084472656,44.709999084472656,44.709999084472656,44.709999084472656,44.426153036264274,44.360739955195676,0.06541308106859844,0.01308261621371969,0.05233046485487876,99.99999997560975,76.5099399582543,49.28943640773247,-23.4900600350343,45.869653774034866,43.55034439491045,0.051874511890220666,0.6767766952674567,1.4100017547607422,168000.0,84000.0,0.0,0.0,0.0,0.7664233576642333,-0.37869822485207105,0.018510151443484002,0.0,0.0,0.0,0.009170204779842539,0.009170204779842539,0.0,0.0,0.819999694824215,0.819999694824215,0.0,1.0,0.49999999999999994,-0.8660254037844387
2016-05-17,44.5,45.84000015258789,44.029998779296875,44.81999969482422,227000,44.63999938964844,44.63999938964844,44.63999938964844,44.63999938964844,44.43751410760823,44.37105551407007,0.06645859353815808,0.02375781167860737,0.042700781859550715,56.94447754630412,27.95700468277957,42.17862583274816,-72.0429953118441,45.4951011302721,43.78489764902478,0.03831101040830361,0.4181387529464364,1.5433349609375,-59000.0,36333.333333333336,0.0,0.0,0.0,1.0234445446348057,0.3511904761904763,-0.013741111404296458,0.0,0.022805086661495326,0.022805086661495326,-0.0031361870892092636,-0.0031361870892092636,0.0,0.0,0.10000038146972591,0.10000038146972591,0.9510565162951535,0.30901699437494745,0.49999999999999994,-0.8660254037844387
2016-05-18,44.16999816894531,44.79999923706055,43.720001220703125,44.27000045776367,154000,44.522499084472656,44.522499084472656,44.522499084472656,44.522499084472656,44.396357809352395,44.35616237739416,0.04019543195823161,0.027045335734532217,0.013150096223699392,46.327654382357984,21.22628183689204,41.89774215930863,-78.77371815839098,45.364144579128315,43.680853589817,0.03780764835580823,0.2905882477867829,1.4275007247924805,-213000.0,-26000.0,0.0,0.0,0.0,0.7517695875030507,-0.3215859030837004,-0.007415771484375,0.0,0.017089506332056824,0.017089506332056824,-0.007917365890844352,-0.007917365890844352,0.0,0.0,-0.10100021362304112,-0.10100021362304112,0.5877852522924732,-0.8090169943749473,0.49999999999999994,-0.8660254037844387
2016-05-19,43.9900016784668,44.92499923706055,43.630001068115234,44.2400016784668,129600,44.41599960327149,44.41599960327149,44.41599960327149,44.41599960327149,44.33384148152384,44.329039362658804,0.004802118865036675,0.022596692360633108,-0.017794573495596433,42.05133220096296,16.289627125396535,21.82430454835605,-83.71037287007857,45.28669940453941,43.54529980200356,0.03920658362045882,0.25537037896994846,1.4010002136230468,-342600.0,-89320.0,0.0,0.0,0.0,0.6828240252897784,-0.1584415584415585,-0.00407508485261987,0.0,0.014044549699262384,0.014044549699262384,-0.009591091694632348,-0.009591091694632348,0.0,0.0,-0.15699958801270034,-0.15699958801270034,-0.587785252292473,-0.8090169943749475,0.49999999999999994,-0.8660254037844387
2016-05-20,45.65999984741211,46.810001373291016,43.9900016784668,44.27000045776367,230900,44.6879997253418,44.62333297729492,44.62333297729492,44.62333297729492,44.53786584550665,44.42762902819609,0.11023681731056456,0.0401247173506194,0.07011209995994516,68.78456414304199,63.83643347231774,33.784114144868774,-36.16356652453761,45.9032492193815,43.34341673520834,0.05736533587641032,0.9049744959625905,1.6375001271565754,-111700.0,-93050.0,0.03069978857276845,0.0,0.0,1.1741673023137549,0.7816358024691359,0.03796313037566401,0.03069978857276845,0.021500227668608107,0.021500227668608107,0.023231497982060922,0.023231497982060922,0.064666748046875,0.0,0.05700035095214402,0.08800027029854841,-0.9510565162951536,0.30901699437494723,0.49999999999999994,-0.8660254037844387
2016-05-23,43.869998931884766,45.43000030517578,43.400001525878906,45.11000061035156,440500,44.4379997253418,44.51571382795061,44.51571382795061,44.51571382795061,44.43511708956483,44.386323095135985,0.04879399442884136,0.04185857276626379,0.006935421662577566,46.02587226293805,13.782915748479088,31.302992115397785,-86.21708424858836,45.81550124602614,43.21592640987509,0.05839679098918511,0.2516074986142509,1.726428440638951,-552200.0,-158642.85714285713,-0.027703901365047856,0.0,0.0,1.902925203653418,0.9077522737115635,-0.039202823510933404,-0.027703901365047856,0.026722800000838542,0.026722800000838542,-0.014505324988385637,-0.014505324988385637,-0.07771410260881595,0.0,0.022999954223629278,-0.02571419307164051,0.0,1.0,0.49999999999999994,-0.8660254037844387
2016-05-24,45.459999084472656,45.72999954223633,44.04999923706055,44.09000015258789,316200,44.62999954223633,44.63374948501587,44.63374948501587,44.63374948501587,44.59279124262757,44.46585464990166,0.12693659272591162,0.058874176758193356,0.06806241596771827,58.285717704497365,60.41048829068708,46.0099458371613,-39.58951170638037,46.00995260815793,43.25754636187381,0.061666480590029216,0.800191732413136,1.7431249618530273,-236000.0,-168312.5,0.02157301313421689,0.0,0.0,1.3062067541051323,-0.2821793416572077,0.03624345090722758,0.02157301313421689,0.028226539867987656,0.028226539867987656,0.0185117676396942,0.0185117676396942,-0.0037499427795424367,0.0,0.24599990844726108,0.06154764266240857,0.9510565162951535,0.30901699437494745,0.49999999999999994,-0.8660254037844387
2016-05-25,45.529998779296875,45.77000045776367,45.099998474121094,45.5099983215332,205100,44.90199966430664,44.73333273993598,44.73333273993598,44.73333273993598,44.73697701749977,44.54468014096797,0.19229687653179894,0.08555871671291448,0.10673815981888446,58.69872883969534,62.46326535680013,45.55222313198877,-37.53673464026732,46.152557473515955,43.31410800635601,0.06345267149343328,0.7806694459422392,1.6238890753851996,-30900.0,-153044.44444444444,0.030790144141498832,0.0,0.0,0.8618854181257877,-0.35135989879822893,0.001539808540122145,0.030790144141498832,0.02614764703635656,0.02614764703635656,0.017809226151126456,0.017809226151126456,0.16866692437066177,0.0,0.2879993438720656,0.10283330281575674,0.5877852522924732,-0.8090169943749473,0.49999999999999994,-0.8660254037844387
2016-05-26,45.68000030517578,46.08000183105469,44.689998626708984,45.18000030517578,285000,45.23999938964844,44.82799949645996,44.82799949645996,44.82799949645996,44.882057523296076,44.62877793090929,0.25327959238678943,0.11910289184768949,0.13417670053909994,59.556797525828486,66.8621372801624,63.24529697588321,-33.13786271690505,46.29390220961503,43.36209678330489,0.06540121038716254,0.7906061913218637,1.60050048828125,254100.0,-112330.0,0.0384177895482154,0.0,0.0,1.1744344171096546,0.3895660653339834,0.0032945646804434237,0.0384177895482154,0.02445931032928945,0.02445931032928945,0.01900599665798608,0.01900599665798608,0.4119998931884794,0.0,0.17000007629394145,0.12642426924272088,-0.587785252292473,-0.8090169943749475,0.49999999999999994,-0.8660254037844387
2016-05-27,46.720001220703125,46.86000061035156,45.130001068115234,45.560001373291016,257800,45.45199966430664,45.06999969482422,44.999999653209336,44.999999653209336,45.16481809212793,44.783683359782906,0.38113473234502493,0.1715092599471566,0.20962547239786833,64.64892538725786,95.95377379223414,75.09305880973223,-4.046226204875681,46.798799825699746,43.20119948071893,0.07994667494883521,0.9780968986162217,1.6122731295498935,511900.0,-55581.818181818184,0.02321509804716082,0.0546275852216731,0.0,1.056360588563978,-0.0954385964912281,0.022767095196571274,0.02321509804716082,0.023837324713612995,0.023837324713612995,0.03822225734766849,0.03822225734766849,0.45200001109730437,0.0,0.5920005798339772,0.19442434599905437,-0.9510565162951536,0.30901699437494723,0.49999999999999994,-0.8660254037844387
2016-05-31,47.7599983215332,48.130001068115234,46.59000015258789,46.95000076293945,498600,46.22999954223633,45.33399963378906,45.22999954223633,45.22999954223633,45.56407658895951,45.00415113472737,0.5599254542321361,0.2491924988041525,0.3107329554279836,68.60215476292655,92.17753102573721,84.99781403271125,-7.822468972148625,47.57109473373804,42.88890435073461,0.10351957617467564,1.040345131709478,1.6062504450480144,1010500.0,33258.333333333336,0.08867106187279128,0.058510626155685586,0.0,1.8796770443906876,0.9340574088440652,0.022260211336835756,0.08867106187279128,0.02409134059752157,0.023166021259521802,0.055936299022703695,0.055936299022703695,1.0,0.0,0.5790000915527286,0.3444848262902465,0.9510565162951535,0.30901699437494745,0.49999999999999994,-0.8660254037844387
